"","item_id","item_sales","bundle_index","bundle_sales","filterted_item_sales","filtered_bundle_sales","share","filtered_item_share"
"313",5.21725e+11,91,"2",10,"15","2",0.10989010989011,"0.133333333333333"
"314",5.21725e+11,91,"3",14,"15","3",0.153846153846154,"0.2"
"315",5.21725e+11,91,"4",8,"15",".",0.0879120879120879,"."
"316",5.21725e+11,91,"5",7,"15","1",0.0769230769230769,"0.0666666666666667"
"317",5.21725e+11,91,"6",2,"15","1",0.021978021978022,"0.0666666666666667"
"318",5.21725e+11,91,"7",6,"15","1",0.0659340659340659,"0.0666666666666667"
"319",5.21725e+11,91,"8",1,"15","1",0.010989010989011,"0.0666666666666667"
"320",5.21985e+11,143,"0",8,"122",".",0.0559440559440559,"."
"321",5.21985e+11,143,"1",71,"122","68",0.496503496503497,"0.557377049180328"
"322",5.21985e+11,143,"2",32,"122","32",0.223776223776224,"0.262295081967213"
"323",5.21985e+11,143,"3",23,"122","19",0.160839160839161,"0.155737704918033"
"324",5.21985e+11,143,"4",2,"122",".",0.013986013986014,"."
"325",5.21985e+11,143,"5",1,"122",".",0.00699300699300699,"."
"326",5.21985e+11,143,"7",2,"122",".",0.013986013986014,"."
"327",5.21985e+11,143,"8",4,"122","3",0.027972027972028,"0.0245901639344262"
"328",5.22034e+11,76,"0",11,"23","4",0.144736842105263,"0.173913043478261"
"329",5.22034e+11,76,"1",22,"23","10",0.289473684210526,"0.434782608695652"
"330",5.22034e+11,76,"2",11,"23",".",0.144736842105263,"."
"331",5.22034e+11,76,"3",3,"23","1",0.0394736842105263,"0.0434782608695652"
"332",5.22034e+11,76,"4",7,"23","2",0.0921052631578947,"0.0869565217391304"
"333",5.22034e+11,76,"5",3,"23","2",0.0394736842105263,"0.0869565217391304"
"334",5.22034e+11,76,"6",3,"23",".",0.0394736842105263,"."
"335",5.22034e+11,76,"7",14,"23","2",0.184210526315789,"0.0869565217391304"
"336",5.22034e+11,76,"8",2,"23","2",0.0263157894736842,"0.0869565217391304"
"337",5.22086e+11,3,"0",2,"1","1",0.666666666666667,"1"
"338",5.22086e+11,3,"6",1,"1",".",0.333333333333333,"."
"339",5.22098e+11,1,"1",1,"1","1",1,"1"
"340",5.22145e+11,1,"2",1,".",".",1,"."
"341",5.22179e+11,150,"0",31,"71","6",0.206666666666667,"0.0845070422535211"
"342",5.22179e+11,150,"1",17,"71","7",0.113333333333333,"0.0985915492957746"
"343",5.22179e+11,150,"2",23,"71","18",0.153333333333333,"0.253521126760563"
"344",5.22179e+11,150,"3",26,"71","12",0.173333333333333,"0.169014084507042"
"345",5.22179e+11,150,"4",9,"71","3",0.06,"0.0422535211267606"
"346",5.22179e+11,150,"5",1,"71","1",0.00666666666666667,"0.0140845070422535"
"347",5.22179e+11,150,"6",12,"71","6",0.08,"0.0845070422535211"
"348",5.22179e+11,150,"7",6,"71","4",0.04,"0.0563380281690141"
"349",5.22179e+11,150,"8",25,"71","14",0.166666666666667,"0.197183098591549"
"350",5.22607e+11,2,"0",1,"2","1",0.5,"0.5"
"351",5.22607e+11,2,"7",1,"2","1",0.5,"0.5"
"352",5.22683e+11,112,"0",16,"14","2",0.142857142857143,"0.142857142857143"
"353",5.22683e+11,112,"1",10,"14",".",0.0892857142857143,"."
"354",5.22683e+11,112,"2",6,"14",".",0.0535714285714286,"."
"355",5.22683e+11,112,"3",20,"14","3",0.178571428571429,"0.214285714285714"
"356",5.22683e+11,112,"4",19,"14","2",0.169642857142857,"0.142857142857143"
"357",5.22683e+11,112,"5",10,"14","2",0.0892857142857143,"0.142857142857143"
"358",5.22683e+11,112,"6",13,"14","4",0.116071428571429,"0.285714285714286"
"359",5.22683e+11,112,"7",9,"14",".",0.0803571428571429,"."
"360",5.22683e+11,112,"8",9,"14","1",0.0803571428571429,"0.0714285714285714"
"361",5.22687e+11,142,"0",5,"2",".",0.0352112676056338,"."
"362",5.22687e+11,142,"1",31,"2",".",0.21830985915493,"."
"363",5.22687e+11,142,"2",23,"2","1",0.161971830985915,"0.5"
"364",5.22687e+11,142,"3",22,"2",".",0.154929577464789,"."
"365",5.22687e+11,142,"4",10,"2",".",0.0704225352112676,"."
"366",5.22687e+11,142,"5",17,"2",".",0.119718309859155,"."
"367",5.22687e+11,142,"6",16,"2",".",0.112676056338028,"."
"368",5.22687e+11,142,"7",6,"2",".",0.0422535211267606,"."
"369",5.22687e+11,142,"8",12,"2","1",0.0845070422535211,"0.5"
"370",5.22701e+11,150,"0",36,"88","11",0.24,"0.125"
"371",5.22701e+11,150,"1",31,"88","15",0.206666666666667,"0.170454545454545"
"372",5.22701e+11,150,"2",18,"88","10",0.12,"0.113636363636364"
"373",5.22701e+11,150,"3",16,"88","12",0.106666666666667,"0.136363636363636"
"374",5.22701e+11,150,"4",7,"88","6",0.0466666666666667,"0.0681818181818182"
"375",5.22701e+11,150,"5",5,"88","3",0.0333333333333333,"0.0340909090909091"
"376",5.22701e+11,150,"6",14,"88","11",0.0933333333333333,"0.125"
"377",5.22701e+11,150,"7",12,"88","11",0.08,"0.125"
"378",5.22701e+11,150,"8",11,"88","9",0.0733333333333333,"0.102272727272727"
"379",5.22731e+11,117,"0",13,"61","11",0.111111111111111,"0.180327868852459"
"380",5.22731e+11,117,"1",63,"61","31",0.538461538461538,"0.508196721311475"
"381",5.22731e+11,117,"2",14,"61","5",0.11965811965812,"0.0819672131147541"
"382",5.22731e+11,117,"3",7,"61","3",0.0598290598290598,"0.0491803278688525"
"383",5.22731e+11,117,"4",3,"61","1",0.0256410256410256,"0.0163934426229508"
"384",5.22731e+11,117,"5",2,"61","1",0.0170940170940171,"0.0163934426229508"
"385",5.22731e+11,117,"6",2,"61",".",0.0170940170940171,"."
"386",5.22731e+11,117,"7",3,"61","2",0.0256410256410256,"0.0327868852459016"
"387",5.22731e+11,117,"8",10,"61","7",0.0854700854700855,"0.114754098360656"
"388",5.22744e+11,1,"4",1,".",".",1,"."
"389",5.23084e+11,150,"0",49,"30","10",0.326666666666667,"0.333333333333333"
"390",5.23084e+11,150,"1",62,"30","14",0.413333333333333,"0.466666666666667"
"391",5.23084e+11,150,"2",11,"30","2",0.0733333333333333,"0.0666666666666667"
"392",5.23084e+11,150,"3",2,"30","1",0.0133333333333333,"0.0333333333333333"
"393",5.23084e+11,150,"4",13,"30","1",0.0866666666666667,"0.0333333333333333"
"394",5.23084e+11,150,"5",6,"30",".",0.04,"."
