"","ItemID.LIsting_id.","bundle_index","total","total_nofw","nongift","nongift_nofw","branded","branded_nofw","bundle_price","optimal_price","premium_percent"
"316",42981617542,7,16,16,16,16,0,0,3789,3744,0.0118764845605701
"317",42981617542,8,17,17,17,17,0,0,4099,NA,NA
"318",43168072227,0,0,0,0,0,0,0,4028.57,NA,NA
"319",43168072227,1,19,17,18,16,4,4,4385.71,NA,NA
"320",43168072227,2,20,18,19,17,4,4,4442.86,NA,NA
"321",43168072227,3,20,18,19,17,5,5,4528.57,NA,NA
"322",43168072227,4,25,23,24,22,6,6,4642.86,NA,NA
"323",43168072227,5,25,23,24,22,6,6,4757.14,NA,NA
"324",43168072227,6,25,23,24,22,7,7,4828.57,NA,NA
"325",43168072227,7,26,24,25,23,7,7,4900,NA,NA
"326",43168072227,8,26,24,25,23,7,7,5000,NA,NA
"327",43265715666,0,0,0,0,0,0,0,3350,NA,NA
"328",43426870825,0,0,0,0,0,0,0,3179,NA,NA
"329",43426870825,1,9,9,5,5,3,3,3279,NA,NA
"330",43426870825,2,11,11,6,6,3,3,3379,NA,NA
"331",43426870825,3,12,12,7,7,3,3,3479,NA,NA
"332",43426870825,4,12,12,7,7,4,4,3679,NA,NA
"333",43426870825,5,12,12,7,7,4,4,3779,NA,NA
"334",43452978184,0,0,0,0,0,0,0,NA,NA,NA
"335",43452978184,1,8,8,3,3,1,1,NA,NA,NA
"336",43452978184,2,9,9,4,4,2,2,NA,NA,NA
"337",43452978184,3,9,9,4,4,3,3,NA,NA,NA
"338",43452978184,4,10,10,5,5,3,3,NA,NA,NA
"339",43473279886,0,0,0,0,0,0,0,2820,NA,NA
"340",43473279886,1,1,1,1,1,0,0,2870,2880,-0.00348432055749129
"341",43473279886,2,1,1,1,1,0,0,2865,2845,0.00698080279232112
"342",43473279886,3,1,1,1,1,0,0,2880,2850,0.0104166666666667
"343",43473279886,4,2,2,2,2,0,0,2915,2905,0.00343053173241852
"344",43473279886,5,2,2,2,2,0,0,2940,2910,0.0102040816326531
"345",43736454825,0,0,0,0,0,0,0,2960,NA,NA
"346",43736454825,1,16,16,16,16,8,8,3180,NA,NA
"347",43736454825,2,16,16,16,16,8,8,3210,NA,NA
"348",43736454825,3,18,18,18,18,9,9,3280,NA,NA
"349",43736454825,4,20,20,20,20,10,10,3370,NA,NA
"350",43736454825,5,20,20,20,20,10,10,3430,NA,NA
"351",43736454825,6,21,21,21,21,10,10,3500,NA,NA
"352",43736454825,7,22,22,22,22,11,11,3570,NA,NA
"353",43736454825,8,23,23,23,23,12,12,3670,NA,NA
"354",43853759026,0,0,0,0,0,0,0,3199,NA,NA
"355",43853759026,1,14,14,14,14,2,2,3450,3929,-0.138840579710145
"356",43853759026,2,14,14,14,14,2,2,3499,3924,-0.121463275221492
"357",43853759026,3,14,14,14,14,2,2,3550,3944,-0.110985915492958
"358",43853759026,4,15,15,15,15,2,2,3599,3999,-0.111141983884412
"359",43853759026,5,15,15,15,15,2,2,3650,3994,-0.0942465753424657
"360",43853759026,6,16,16,16,16,4,4,3750,4079,-0.0877333333333333
"361",43853759026,7,16,16,16,16,4,4,3799,4074,-0.0723874703869439
"362",43853759026,8,16,16,16,16,4,4,3850,4094,-0.0633766233766234
"363",43859660891,0,0,0,0,0,0,0,2740,NA,NA
"364",43859660891,1,16,16,3,3,1,1,3000,3225,-0.075
"365",43859660891,2,16,16,0,0,1,1,3020,3240,-0.0728476821192053
"366",43859660891,3,16,16,0,0,1,1,3050,3255,-0.0672131147540984
"367",43859660891,4,16,16,0,0,1,1,3120,3305,-0.0592948717948718
"368",43859660891,5,17,17,3,3,1,1,3320,3300,0.00602409638554217
"369",43859660891,6,17,17,0,0,1,1,3340,3315,0.00748502994011976
"370",43859660891,7,17,17,0,0,1,1,3370,3330,0.0118694362017804
"371",43859660891,8,17,17,0,0,1,1,3440,3380,0.0174418604651163
"372",44021641588,0,0,0,0,0,0,0,2980,NA,NA
"373",44021641588,1,15,15,10,10,15,15,3180,3500,-0.10062893081761
"374",44021641588,2,16,16,11,11,16,16,3220,3535,-0.0978260869565217
"375",44021641588,3,16,16,11,11,16,16,3240,3530,-0.0895061728395062
"376",44021641588,4,16,16,11,11,16,16,3280,3550,-0.0823170731707317
"377",44069100271,1,15,15,15,15,2,2,3450,NA,NA
"378",44069100271,2,15,15,15,15,2,2,3499,NA,NA
"379",44069100271,3,15,15,15,15,2,2,3550,NA,NA
"380",44069100271,4,16,16,16,16,2,2,3599,NA,NA
"381",44069100271,5,32,32,32,32,5,5,3650,NA,NA
"382",44069100271,6,16,16,16,16,3,3,3750,NA,NA
"383",44069100271,7,16,16,16,16,3,3,3799,NA,NA
"384",44069100271,8,16,16,16,16,3,3,3850,NA,NA
"385",44231886556,0,0,0,0,0,0,0,3458,NA,NA
"386",44231886556,1,13,10,12,9,0,0,3663,NA,NA
"387",44231886556,2,17,14,14,12,0,0,3838,NA,NA
"388",44231886556,3,18,15,13,11,0,0,4038,NA,NA
"389",44231886556,4,21,18,16,14,0,0,4128,NA,NA
"390",44331296085,0,0,0,0,0,0,0,2838,NA,NA
"391",44331296085,1,7,7,7,7,0,0,3128,3138,-0.00319693094629156
"392",44331296085,2,8,8,8,8,0,0,3238,3193,0.0138974675725757
"393",44331296085,3,11,11,11,11,0,0,3558,3378,0.0505902192242833
"394",44799642380,0,0,0,0,0,0,0,3137.2,NA,NA
"395",44799642380,1,18,18,18,18,4,4,3397.68,3582.2,-0.0543076452167361
"396",44799642380,2,18,18,18,18,4,4,3417.92,3582.2,-0.0480643198202415
"397",44799642380,3,18,18,18,18,4,4,3447.84,3592.2,-0.0418696923291103
"398",44799642380,4,18,18,18,18,4,4,3517.36,3617.2,-0.0283849250574293
"399",44799642380,5,21,21,21,21,6,6,3708.32,3912.2,-0.054979074082064
"400",44799642380,6,21,21,21,21,6,6,3737.36,3917.2,-0.0481195282231307
"401",44799642380,7,21,21,21,21,6,6,3767.28,3922.2,-0.0411225074855067
"402",44799642380,8,21,21,21,21,6,6,3837.68,3947.2,-0.0285380750870317
"403",44881048637,0,0,0,0,0,0,0,2850,NA,NA
"404",44881048637,1,5,5,5,5,2,2,3328,3235,0.0279447115384615
"405",44881048637,2,7,7,7,7,2,2,3485,3270,0.0616929698708752
